store_item,LightGBM_raw,XGBoost_raw,LightGBM_log1p,XGBoost_log1p,LightGBM_zscore,XGBoost_zscore
10_7,0.9683264169148377,1.0537764922413324,0.955655176168287,1.1739386374962766,1.0038246531685686,1.192868106147202
10_8,0.6942077325631623,0.7062710395075843,0.6757973103988908,0.7181937235746039,0.6705968252945735,0.7779783414485809
10_9,0.8602378837663289,0.8838200920096815,0.8570998969389645,1.083130541064824,0.8951012205517666,1.1237619792610922
11_1,0.5961951377292658,0.6410272714031792,0.5582092346843383,0.5854023064169054,0.5543411462708289,0.6452688004200388
11_10,0.7020282167529962,0.8073105088376727,0.6517015551371261,0.8240388483739237,0.7158657964356165,1.0106087515475177
11_11,0.6394501995030919,0.6958504132619896,0.5837393004662697,0.6465623038354577,0.6031890934603684,0.6754004009291531
11_12,0.6580618345578535,0.69331871324921,0.6438900111566022,0.6751751318999819,0.6340587352759353,0.6996943193877023
11_13,0.9037455740714958,1.051834591949633,0.977356868110396,1.2129285165925119,0.937890789039095,1.0885433360474772
11_14,0.5838017941788847,0.635156999952093,0.5817259855354451,0.7271144587572022,0.5571088588479913,0.8363551237576285
11_15,0.6021590652488036,0.7287222888884758,0.6127272657678827,0.8466365257827553,0.6210184248815719,0.7968537903971495
11_16,0.6069985907679029,0.6983535469896702,0.5732685591460798,0.6333998942963062,0.578515577280469,0.6788245293437528
11_17,0.7238675690724213,0.7866129136932587,0.693243052188709,0.7488904699330676,0.7181855033356217,0.7851734835470019
11_18,0.8690385243520816,0.9338255484552292,0.8291546461074791,0.9113944775504125,0.8218219148189599,1.0208502253410234
11_19,0.8101921696725816,0.853293817458424,0.811850299248619,0.9978106413507762,0.8289867077160444,0.9174395474850064
11_2,0.6142716392948633,0.6644737207101157,0.6032839211551357,0.6325844680409543,0.5997997889507768,0.6899103158259966
11_20,0.7062472167100776,0.7899877498674077,0.7231720019900385,0.8749694513350522,0.7393464283570889,0.9019353424089728
